quote_datetime,option_type,expiration,strike,mid
2025-12-01T09:33:00Z,P,2025-12-19,6835,98.80000000000001
2025-12-01T09:34:00Z,P,2025-12-19,6835,97.05
2025-12-01T09:35:00Z,P,2025-12-19,6835,96.4
2025-12-01T09:36:00Z,P,2025-12-19,6835,96.1
2025-12-01T09:37:00Z,P,2025-12-19,6835,96.3
2025-12-01T09:38:00Z,P,2025-12-19,6835,93.65
2025-12-01T09:39:00Z,P,2025-12-19,6835,93.75
2025-12-01T09:40:00Z,P,2025-12-19,6835,97.44999999999999
2025-12-01T09:41:00Z,P,2025-12-19,6835,97.6
2025-12-01T09:42:00Z,P,2025-12-19,6835,97.05
2025-12-01T09:43:00Z,P,2025-12-19,6835,97.5
2025-12-01T09:44:00Z,P,2025-12-19,6835,100.35
2025-12-01T09:45:00Z,P,2025-12-19,6835,98.4
2025-12-01T09:46:00Z,P,2025-12-19,6835,95.65
2025-12-01T09:47:00Z,P,2025-12-19,6835,94.75
2025-12-01T09:48:00Z,P,2025-12-19,6835,92.25
2025-12-01T09:49:00Z,P,2025-12-19,6835,92.85
2025-12-01T09:50:00Z,P,2025-12-19,6835,93.4
2025-12-01T09:51:00Z,P,2025-12-19,6835,90.9
2025-12-01T09:52:00Z,P,2025-12-19,6835,90.3
2025-12-01T09:53:00Z,P,2025-12-19,6835,89.6
2025-12-01T09:54:00Z,P,2025-12-19,6835,89.35
2025-12-01T09:55:00Z,P,2025-12-19,6835,87.75
2025-12-01T09:56:00Z,P,2025-12-19,6835,86.1
2025-12-01T09:57:00Z,P,2025-12-19,6835,86.1
2025-12-01T09:58:00Z,P,2025-12-19,6835,85.55000000000001
2025-12-01T09:59:00Z,P,2025-12-19,6835,87.25
2025-12-01T10:00:00Z,P,2025-12-19,6835,84.4
2025-12-01T10:01:00Z,P,2025-12-19,6835,85.35
2025-12-01T10:02:00Z,P,2025-12-19,6835,86
2025-12-01T10:03:00Z,P,2025-12-19,6835,87.15
2025-12-01T10:04:00Z,P,2025-12-19,6835,88.75
2025-12-01T10:05:00Z,P,2025-12-19,6835,88.25
2025-12-01T10:06:00Z,P,2025-12-19,6835,88.25
2025-12-01T10:07:00Z,P,2025-12-19,6835,87.65
2025-12-01T10:08:00Z,P,2025-12-19,6835,87.55000000000001
2025-12-01T10:09:00Z,P,2025-12-19,6835,87.15
2025-12-01T10:10:00Z,P,2025-12-19,6835,88.35
2025-12-01T10:11:00Z,P,2025-12-19,6835,87.35
2025-12-01T10:12:00Z,P,2025-12-19,6835,88.2
2025-12-01T10:13:00Z,P,2025-12-19,6835,87.4
2025-12-01T10:14:00Z,P,2025-12-19,6835,86.55
2025-12-01T10:15:00Z,P,2025-12-19,6835,88.5
2025-12-01T10:16:00Z,P,2025-12-19,6835,89.5
2025-12-01T10:17:00Z,P,2025-12-19,6835,88.15
2025-12-01T10:18:00Z,P,2025-12-19,6835,89
2025-12-01T10:19:00Z,P,2025-12-19,6835,88.94999999999999
2025-12-01T10:20:00Z,P,2025-12-19,6835,88.5
2025-12-01T10:21:00Z,P,2025-12-19,6835,90.15
2025-12-01T10:22:00Z,P,2025-12-19,6835,91.35
2025-12-01T10:23:00Z,P,2025-12-19,6835,91.85
2025-12-01T10:24:00Z,P,2025-12-19,6835,91.75
2025-12-01T10:25:00Z,P,2025-12-19,6835,92.44999999999999
2025-12-01T10:26:00Z,P,2025-12-19,6835,93.94999999999999
2025-12-01T10:27:00Z,P,2025-12-19,6835,92.85
2025-12-01T10:28:00Z,P,2025-12-19,6835,94
2025-12-01T10:29:00Z,P,2025-12-19,6835,93.5
2025-12-01T10:30:00Z,P,2025-12-19,6835,94.55000000000001
2025-12-01T10:31:00Z,P,2025-12-19,6835,96.15
2025-12-01T10:32:00Z,P,2025-12-19,6835,94.44999999999999
2025-12-01T10:33:00Z,P,2025-12-19,6835,94.85
2025-12-01T10:34:00Z,P,2025-12-19,6835,96.19999999999999
2025-12-01T10:35:00Z,P,2025-12-19,6835,98.6
2025-12-01T10:36:00Z,P,2025-12-19,6835,97.85
2025-12-01T10:37:00Z,P,2025-12-19,6835,94.9
2025-12-01T10:38:00Z,P,2025-12-19,6835,96.44999999999999
2025-12-01T10:39:00Z,P,2025-12-19,6835,94.6
2025-12-01T10:40:00Z,P,2025-12-19,6835,92.4
2025-12-01T10:41:00Z,P,2025-12-19,6835,93.25
2025-12-01T10:42:00Z,P,2025-12-19,6835,93.2
2025-12-01T10:43:00Z,P,2025-12-19,6835,91.69999999999999
2025-12-01T10:44:00Z,P,2025-12-19,6835,92.94999999999999
2025-12-01T10:45:00Z,P,2025-12-19,6835,92.5
2025-12-01T10:46:00Z,P,2025-12-19,6835,91.6
2025-12-01T10:47:00Z,P,2025-12-19,6835,92.75
2025-12-01T10:48:00Z,P,2025-12-19,6835,93.05000000000001
2025-12-01T10:49:00Z,P,2025-12-19,6835,91.80000000000001
2025-12-01T10:50:00Z,P,2025-12-19,6835,91.65
2025-12-01T10:51:00Z,P,2025-12-19,6835,90.94999999999999
2025-12-01T10:52:00Z,P,2025-12-19,6835,88.2
2025-12-01T10:53:00Z,P,2025-12-19,6835,85.1
2025-12-01T10:54:00Z,P,2025-12-19,6835,84.4
2025-12-01T10:55:00Z,P,2025-12-19,6835,83.6
2025-12-01T10:56:00Z,P,2025-12-19,6835,83.85
2025-12-01T10:57:00Z,P,2025-12-19,6835,83.7
2025-12-01T10:58:00Z,P,2025-12-19,6835,83.5
2025-12-01T10:59:00Z,P,2025-12-19,6835,83.25
2025-12-01T11:00:00Z,P,2025-12-19,6835,83.8
2025-12-01T11:01:00Z,P,2025-12-19,6835,84.25
2025-12-01T11:02:00Z,P,2025-12-19,6835,84
2025-12-01T11:03:00Z,P,2025-12-19,6835,83.9
2025-12-01T11:04:00Z,P,2025-12-19,6835,83.4
2025-12-01T11:05:00Z,P,2025-12-19,6835,83.4
2025-12-01T11:06:00Z,P,2025-12-19,6835,85.05000000000001
2025-12-01T11:07:00Z,P,2025-12-19,6835,86.75
2025-12-01T11:08:00Z,P,2025-12-19,6835,88.3
2025-12-01T11:09:00Z,P,2025-12-19,6835,88.9
2025-12-01T11:10:00Z,P,2025-12-19,6835,87.45
2025-12-01T11:11:00Z,P,2025-12-19,6835,87.7
2025-12-01T11:12:00Z,P,2025-12-19,6835,89.15
2025-12-01T11:13:00Z,P,2025-12-19,6835,88
2025-12-01T11:14:00Z,P,2025-12-19,6835,87.3
2025-12-01T11:15:00Z,P,2025-12-19,6835,89.05000000000001
2025-12-01T11:16:00Z,P,2025-12-19,6835,90
2025-12-01T11:17:00Z,P,2025-12-19,6835,90.3
2025-12-01T11:18:00Z,P,2025-12-19,6835,89.6
2025-12-01T11:19:00Z,P,2025-12-19,6835,87.94999999999999
2025-12-01T11:20:00Z,P,2025-12-19,6835,88.8
2025-12-01T11:21:00Z,P,2025-12-19,6835,86.35
2025-12-01T11:22:00Z,P,2025-12-19,6835,85.9
2025-12-01T11:23:00Z,P,2025-12-19,6835,86.9
2025-12-01T11:24:00Z,P,2025-12-19,6835,87.3
2025-12-01T11:25:00Z,P,2025-12-19,6835,86.85
2025-12-01T11:26:00Z,P,2025-12-19,6835,85.9
2025-12-01T11:27:00Z,P,2025-12-19,6835,85.3
2025-12-01T11:28:00Z,P,2025-12-19,6835,86
2025-12-01T11:29:00Z,P,2025-12-19,6835,86.55
2025-12-01T11:30:00Z,P,2025-12-19,6835,85.85
2025-12-01T11:31:00Z,P,2025-12-19,6835,84.75
2025-12-01T11:32:00Z,P,2025-12-19,6835,84.1
2025-12-01T11:33:00Z,P,2025-12-19,6835,84.35
2025-12-01T11:34:00Z,P,2025-12-19,6835,84.7
2025-12-01T11:35:00Z,P,2025-12-19,6835,84.2
2025-12-01T11:36:00Z,P,2025-12-19,6835,83.65
2025-12-01T11:37:00Z,P,2025-12-19,6835,84.05
2025-12-01T11:38:00Z,P,2025-12-19,6835,83.1
2025-12-01T11:39:00Z,P,2025-12-19,6835,82.8
2025-12-01T11:40:00Z,P,2025-12-19,6835,83.65
2025-12-01T11:41:00Z,P,2025-12-19,6835,83.25
2025-12-01T11:42:00Z,P,2025-12-19,6835,82.75
2025-12-01T11:43:00Z,P,2025-12-19,6835,80.9
2025-12-01T11:44:00Z,P,2025-12-19,6835,80
2025-12-01T11:45:00Z,P,2025-12-19,6835,80.65
2025-12-01T11:46:00Z,P,2025-12-19,6835,80.3
2025-12-01T11:47:00Z,P,2025-12-19,6835,79.15
2025-12-01T11:48:00Z,P,2025-12-19,6835,79.05
2025-12-01T11:49:00Z,P,2025-12-19,6835,79.7
2025-12-01T11:50:00Z,P,2025-12-19,6835,79.9
2025-12-01T11:51:00Z,P,2025-12-19,6835,80.25
2025-12-01T11:52:00Z,P,2025-12-19,6835,79.8
2025-12-01T11:53:00Z,P,2025-12-19,6835,80.35
2025-12-01T11:54:00Z,P,2025-12-19,6835,80.75
2025-12-01T11:55:00Z,P,2025-12-19,6835,81.3
2025-12-01T11:56:00Z,P,2025-12-19,6835,81.05
2025-12-01T11:57:00Z,P,2025-12-19,6835,81.4
2025-12-01T11:58:00Z,P,2025-12-19,6835,81.5
2025-12-01T11:59:00Z,P,2025-12-19,6835,81.7
2025-12-01T12:00:00Z,P,2025-12-19,6835,81.25
2025-12-01T12:01:00Z,P,2025-12-19,6835,80.4
2025-12-01T12:02:00Z,P,2025-12-19,6835,80.3
2025-12-01T12:03:00Z,P,2025-12-19,6835,81.55000000000001
2025-12-01T12:04:00Z,P,2025-12-19,6835,81.4
2025-12-01T12:05:00Z,P,2025-12-19,6835,80.15
2025-12-01T12:06:00Z,P,2025-12-19,6835,80.2
2025-12-01T12:07:00Z,P,2025-12-19,6835,79.75
2025-12-01T12:08:00Z,P,2025-12-19,6835,79.35
2025-12-01T12:09:00Z,P,2025-12-19,6835,79.85
2025-12-01T12:10:00Z,P,2025-12-19,6835,80.45
2025-12-01T12:11:00Z,P,2025-12-19,6835,80.65
2025-12-01T12:12:00Z,P,2025-12-19,6835,79.5
2025-12-01T12:13:00Z,P,2025-12-19,6835,79.8
2025-12-01T12:14:00Z,P,2025-12-19,6835,80.65
2025-12-01T12:15:00Z,P,2025-12-19,6835,81.55
2025-12-01T12:16:00Z,P,2025-12-19,6835,83.3
2025-12-01T12:17:00Z,P,2025-12-19,6835,81.9
2025-12-01T12:18:00Z,P,2025-12-19,6835,81.9
2025-12-01T12:19:00Z,P,2025-12-19,6835,81.8
2025-12-01T12:20:00Z,P,2025-12-19,6835,82.44999999999999
2025-12-01T12:21:00Z,P,2025-12-19,6835,82.8
2025-12-01T12:22:00Z,P,2025-12-19,6835,81.6
2025-12-01T12:23:00Z,P,2025-12-19,6835,81.45
2025-12-01T12:24:00Z,P,2025-12-19,6835,82.44999999999999
2025-12-01T12:25:00Z,P,2025-12-19,6835,81.8
2025-12-01T12:26:00Z,P,2025-12-19,6835,82.2
2025-12-01T12:27:00Z,P,2025-12-19,6835,80.6
2025-12-01T12:28:00Z,P,2025-12-19,6835,80.5
2025-12-01T12:29:00Z,P,2025-12-19,6835,80.4
2025-12-01T12:30:00Z,P,2025-12-19,6835,80.45
2025-12-01T12:31:00Z,P,2025-12-19,6835,81.4
2025-12-01T12:32:00Z,P,2025-12-19,6835,80.8
2025-12-01T12:33:00Z,P,2025-12-19,6835,80.6
2025-12-01T12:34:00Z,P,2025-12-19,6835,80.4
2025-12-01T12:35:00Z,P,2025-12-19,6835,80.5
2025-12-01T12:36:00Z,P,2025-12-19,6835,79.9
2025-12-01T12:37:00Z,P,2025-12-19,6835,79.3
2025-12-01T12:38:00Z,P,2025-12-19,6835,79.7
2025-12-01T12:39:00Z,P,2025-12-19,6835,80.6
2025-12-01T12:40:00Z,P,2025-12-19,6835,80.94999999999999
2025-12-01T12:41:00Z,P,2025-12-19,6835,79.85
2025-12-01T12:42:00Z,P,2025-12-19,6835,79.6
2025-12-01T12:43:00Z,P,2025-12-19,6835,78.8
2025-12-01T12:44:00Z,P,2025-12-19,6835,79.2
2025-12-01T12:45:00Z,P,2025-12-19,6835,77.7
2025-12-01T12:46:00Z,P,2025-12-19,6835,77
2025-12-01T12:47:00Z,P,2025-12-19,6835,77.85
2025-12-01T12:48:00Z,P,2025-12-19,6835,78.1
2025-12-01T12:49:00Z,P,2025-12-19,6835,77.35
2025-12-01T12:50:00Z,P,2025-12-19,6835,77.85
2025-12-01T12:51:00Z,P,2025-12-19,6835,79.35
2025-12-01T12:52:00Z,P,2025-12-19,6835,79.1
2025-12-01T12:53:00Z,P,2025-12-19,6835,78.95
2025-12-01T12:54:00Z,P,2025-12-19,6835,79.6
2025-12-01T12:55:00Z,P,2025-12-19,6835,79.6
2025-12-01T12:56:00Z,P,2025-12-19,6835,79.9
2025-12-01T12:57:00Z,P,2025-12-19,6835,80.6
2025-12-01T12:58:00Z,P,2025-12-19,6835,79.75
2025-12-01T12:59:00Z,P,2025-12-19,6835,79.15
2025-12-01T13:00:00Z,P,2025-12-19,6835,80.1
2025-12-01T13:01:00Z,P,2025-12-19,6835,78.8
2025-12-01T13:02:00Z,P,2025-12-19,6835,78.55
2025-12-01T13:03:00Z,P,2025-12-19,6835,78.75
2025-12-01T13:04:00Z,P,2025-12-19,6835,78.45
2025-12-01T13:05:00Z,P,2025-12-19,6835,78.5
2025-12-01T13:06:00Z,P,2025-12-19,6835,78.65
2025-12-01T13:07:00Z,P,2025-12-19,6835,78.9
2025-12-01T13:08:00Z,P,2025-12-19,6835,78.2
2025-12-01T13:09:00Z,P,2025-12-19,6835,77.7
2025-12-01T13:10:00Z,P,2025-12-19,6835,78.15
2025-12-01T13:11:00Z,P,2025-12-19,6835,78.1
2025-12-01T13:12:00Z,P,2025-12-19,6835,77.75
2025-12-01T13:13:00Z,P,2025-12-19,6835,77.3
2025-12-01T13:14:00Z,P,2025-12-19,6835,77.4
2025-12-01T13:15:00Z,P,2025-12-19,6835,77.15
2025-12-01T13:16:00Z,P,2025-12-19,6835,76.65
2025-12-01T13:17:00Z,P,2025-12-19,6835,77.55
2025-12-01T13:18:00Z,P,2025-12-19,6835,77.8
2025-12-01T13:19:00Z,P,2025-12-19,6835,77.95
2025-12-01T13:20:00Z,P,2025-12-19,6835,77.65
2025-12-01T13:21:00Z,P,2025-12-19,6835,78.5
2025-12-01T13:22:00Z,P,2025-12-19,6835,78.5
2025-12-01T13:23:00Z,P,2025-12-19,6835,78.15
2025-12-01T13:24:00Z,P,2025-12-19,6835,78.35
2025-12-01T13:25:00Z,P,2025-12-19,6835,77.8
2025-12-01T13:26:00Z,P,2025-12-19,6835,77.5
2025-12-01T13:27:00Z,P,2025-12-19,6835,77.3
2025-12-01T13:28:00Z,P,2025-12-19,6835,77.55
2025-12-01T13:29:00Z,P,2025-12-19,6835,77.45
2025-12-01T13:30:00Z,P,2025-12-19,6835,77.85
2025-12-01T13:31:00Z,P,2025-12-19,6835,77
2025-12-01T13:32:00Z,P,2025-12-19,6835,77.15
2025-12-01T13:33:00Z,P,2025-12-19,6835,77.1
2025-12-01T13:34:00Z,P,2025-12-19,6835,76.95
2025-12-01T13:35:00Z,P,2025-12-19,6835,76.7
2025-12-01T13:36:00Z,P,2025-12-19,6835,76.95
2025-12-01T13:37:00Z,P,2025-12-19,6835,76.25
2025-12-01T13:38:00Z,P,2025-12-19,6835,76.65
2025-12-01T13:39:00Z,P,2025-12-19,6835,76.45
2025-12-01T13:40:00Z,P,2025-12-19,6835,76.5
2025-12-01T13:41:00Z,P,2025-12-19,6835,76.75
2025-12-01T13:42:00Z,P,2025-12-19,6835,76.65
2025-12-01T13:43:00Z,P,2025-12-19,6835,76.95
2025-12-01T13:44:00Z,P,2025-12-19,6835,76.35
2025-12-01T13:45:00Z,P,2025-12-19,6835,76.4
2025-12-01T13:46:00Z,P,2025-12-19,6835,76.25
2025-12-01T13:47:00Z,P,2025-12-19,6835,76
2025-12-01T13:48:00Z,P,2025-12-19,6835,75.85
2025-12-01T13:49:00Z,P,2025-12-19,6835,76.35
2025-12-01T13:50:00Z,P,2025-12-19,6835,76.65
2025-12-01T13:51:00Z,P,2025-12-19,6835,75.75
2025-12-01T13:52:00Z,P,2025-12-19,6835,75.95
2025-12-01T13:53:00Z,P,2025-12-19,6835,75.8
2025-12-01T13:54:00Z,P,2025-12-19,6835,75.9
2025-12-01T13:55:00Z,P,2025-12-19,6835,75.95
2025-12-01T13:56:00Z,P,2025-12-19,6835,75.95
2025-12-01T13:57:00Z,P,2025-12-19,6835,75.85
2025-12-01T13:58:00Z,P,2025-12-19,6835,75.7
2025-12-01T13:59:00Z,P,2025-12-19,6835,75.9
2025-12-01T14:00:00Z,P,2025-12-19,6835,76.15
2025-12-01T14:01:00Z,P,2025-12-19,6835,78
2025-12-01T14:02:00Z,P,2025-12-19,6835,78.8
2025-12-01T14:03:00Z,P,2025-12-19,6835,78.2
2025-12-01T14:04:00Z,P,2025-12-19,6835,77.65
2025-12-01T14:05:00Z,P,2025-12-19,6835,78.8
2025-12-01T14:06:00Z,P,2025-12-19,6835,79.85
2025-12-01T14:07:00Z,P,2025-12-19,6835,79.25
2025-12-01T14:08:00Z,P,2025-12-19,6835,79.8
2025-12-01T14:09:00Z,P,2025-12-19,6835,80.1
2025-12-01T14:10:00Z,P,2025-12-19,6835,80.1
2025-12-01T14:11:00Z,P,2025-12-19,6835,80.65
2025-12-01T14:12:00Z,P,2025-12-19,6835,81
2025-12-01T14:13:00Z,P,2025-12-19,6835,81.5
2025-12-01T14:14:00Z,P,2025-12-19,6835,80.6
2025-12-01T14:15:00Z,P,2025-12-19,6835,80.05000000000001
2025-12-01T14:16:00Z,P,2025-12-19,6835,81.05000000000001
2025-12-01T14:17:00Z,P,2025-12-19,6835,81.85
2025-12-01T14:18:00Z,P,2025-12-19,6835,82.15
2025-12-01T14:19:00Z,P,2025-12-19,6835,82.6
2025-12-01T14:20:00Z,P,2025-12-19,6835,82.5
2025-12-01T14:21:00Z,P,2025-12-19,6835,82.6
2025-12-01T14:22:00Z,P,2025-12-19,6835,83.5
2025-12-01T14:23:00Z,P,2025-12-19,6835,84.3
2025-12-01T14:24:00Z,P,2025-12-19,6835,86.05000000000001
2025-12-01T14:25:00Z,P,2025-12-19,6835,85.85
2025-12-01T14:26:00Z,P,2025-12-19,6835,86.8
2025-12-01T14:27:00Z,P,2025-12-19,6835,87.4
2025-12-01T14:28:00Z,P,2025-12-19,6835,85.25
2025-12-01T14:29:00Z,P,2025-12-19,6835,87.1
2025-12-01T14:30:00Z,P,2025-12-19,6835,87.4
2025-12-01T14:31:00Z,P,2025-12-19,6835,88.1
2025-12-01T14:32:00Z,P,2025-12-19,6835,88.6
2025-12-01T14:33:00Z,P,2025-12-19,6835,90.2
2025-12-01T14:34:00Z,P,2025-12-19,6835,89.75
2025-12-01T14:35:00Z,P,2025-12-19,6835,88.9
2025-12-01T14:36:00Z,P,2025-12-19,6835,88.2
2025-12-01T14:37:00Z,P,2025-12-19,6835,86.4
2025-12-01T14:38:00Z,P,2025-12-19,6835,85.94999999999999
2025-12-01T14:39:00Z,P,2025-12-19,6835,87.75
2025-12-01T14:40:00Z,P,2025-12-19,6835,85.44999999999999
2025-12-01T14:41:00Z,P,2025-12-19,6835,86.55000000000001
2025-12-01T14:42:00Z,P,2025-12-19,6835,88.05000000000001
2025-12-01T14:43:00Z,P,2025-12-19,6835,88.7
2025-12-01T14:44:00Z,P,2025-12-19,6835,88
2025-12-01T14:45:00Z,P,2025-12-19,6835,89.4
2025-12-01T14:46:00Z,P,2025-12-19,6835,89.35
2025-12-01T14:47:00Z,P,2025-12-19,6835,88.94999999999999
2025-12-01T14:48:00Z,P,2025-12-19,6835,88.15
2025-12-01T14:49:00Z,P,2025-12-19,6835,88.94999999999999
2025-12-01T14:50:00Z,P,2025-12-19,6835,89.4
2025-12-01T14:51:00Z,P,2025-12-19,6835,89.55
2025-12-01T14:52:00Z,P,2025-12-19,6835,90.4
2025-12-01T14:53:00Z,P,2025-12-19,6835,89.5
2025-12-01T14:54:00Z,P,2025-12-19,6835,87.9
2025-12-01T14:55:00Z,P,2025-12-19,6835,88.25
2025-12-01T14:56:00Z,P,2025-12-19,6835,89.9
2025-12-01T14:57:00Z,P,2025-12-19,6835,89.3
2025-12-01T14:58:00Z,P,2025-12-19,6835,89.15
2025-12-01T14:59:00Z,P,2025-12-19,6835,89
2025-12-01T15:00:00Z,P,2025-12-19,6835,89.55000000000001
2025-12-01T15:01:00Z,P,2025-12-19,6835,89
2025-12-01T15:02:00Z,P,2025-12-19,6835,89
2025-12-01T15:03:00Z,P,2025-12-19,6835,89.8
2025-12-01T15:04:00Z,P,2025-12-19,6835,88.8
2025-12-01T15:05:00Z,P,2025-12-19,6835,88.5
2025-12-01T15:06:00Z,P,2025-12-19,6835,88.35
2025-12-01T15:07:00Z,P,2025-12-19,6835,88.9
2025-12-01T15:08:00Z,P,2025-12-19,6835,88.35
2025-12-01T15:09:00Z,P,2025-12-19,6835,88
2025-12-01T15:10:00Z,P,2025-12-19,6835,87.95
2025-12-01T15:11:00Z,P,2025-12-19,6835,86.25
2025-12-01T15:12:00Z,P,2025-12-19,6835,85.9
2025-12-01T15:13:00Z,P,2025-12-19,6835,85.65
2025-12-01T15:14:00Z,P,2025-12-19,6835,86.45
2025-12-01T15:15:00Z,P,2025-12-19,6835,85.75
2025-12-01T15:16:00Z,P,2025-12-19,6835,85.65
2025-12-01T15:17:00Z,P,2025-12-19,6835,85.85
2025-12-01T15:18:00Z,P,2025-12-19,6835,87.8
2025-12-01T15:19:00Z,P,2025-12-19,6835,88.5
2025-12-01T15:20:00Z,P,2025-12-19,6835,88.4
2025-12-01T15:21:00Z,P,2025-12-19,6835,87.55
2025-12-01T15:22:00Z,P,2025-12-19,6835,87.85
2025-12-01T15:23:00Z,P,2025-12-19,6835,88.85
2025-12-01T15:24:00Z,P,2025-12-19,6835,88.1
2025-12-01T15:25:00Z,P,2025-12-19,6835,88.5
2025-12-01T15:26:00Z,P,2025-12-19,6835,88.55000000000001
2025-12-01T15:27:00Z,P,2025-12-19,6835,87.8
2025-12-01T15:28:00Z,P,2025-12-19,6835,88.3
2025-12-01T15:29:00Z,P,2025-12-19,6835,87.8
2025-12-01T15:30:00Z,P,2025-12-19,6835,87.15
2025-12-01T15:31:00Z,P,2025-12-19,6835,87.65
2025-12-01T15:32:00Z,P,2025-12-19,6835,88.8
2025-12-01T15:33:00Z,P,2025-12-19,6835,88.9
2025-12-01T15:34:00Z,P,2025-12-19,6835,88.85
2025-12-01T15:35:00Z,P,2025-12-19,6835,88
2025-12-01T15:36:00Z,P,2025-12-19,6835,87.1
2025-12-01T15:37:00Z,P,2025-12-19,6835,86.55
2025-12-01T15:38:00Z,P,2025-12-19,6835,86.95
2025-12-01T15:39:00Z,P,2025-12-19,6835,86.2
2025-12-01T15:40:00Z,P,2025-12-19,6835,85.6
2025-12-01T15:41:00Z,P,2025-12-19,6835,86.95
2025-12-01T15:42:00Z,P,2025-12-19,6835,86.55000000000001
2025-12-01T15:43:00Z,P,2025-12-19,6835,85.9
2025-12-01T15:44:00Z,P,2025-12-19,6835,85.3
2025-12-01T15:45:00Z,P,2025-12-19,6835,85.3
2025-12-01T15:46:00Z,P,2025-12-19,6835,86.85
2025-12-01T15:47:00Z,P,2025-12-19,6835,88.44999999999999
2025-12-01T15:48:00Z,P,2025-12-19,6835,87.55000000000001
2025-12-01T15:49:00Z,P,2025-12-19,6835,88.05000000000001
2025-12-01T15:50:00Z,P,2025-12-19,6835,88.15
2025-12-01T15:51:00Z,P,2025-12-19,6835,88.05000000000001
2025-12-01T15:52:00Z,P,2025-12-19,6835,89.44999999999999
2025-12-01T15:53:00Z,P,2025-12-19,6835,90.75
2025-12-01T15:54:00Z,P,2025-12-19,6835,90.65
2025-12-01T15:55:00Z,P,2025-12-19,6835,91.35
2025-12-01T15:56:00Z,P,2025-12-19,6835,92.1
2025-12-01T15:57:00Z,P,2025-12-19,6835,93.85
2025-12-01T15:58:00Z,P,2025-12-19,6835,93.55000000000001
2025-12-01T15:59:00Z,P,2025-12-19,6835,93.15
2025-12-01T16:00:00Z,P,2025-12-19,6835,89.44999999999999
2025-12-01T16:01:00Z,P,2025-12-19,6835,89.4
2025-12-01T16:02:00Z,P,2025-12-19,6835,90
2025-12-01T16:03:00Z,P,2025-12-19,6835,89.94999999999999
2025-12-01T16:04:00Z,P,2025-12-19,6835,89.65
2025-12-01T16:05:00Z,P,2025-12-19,6835,89.85
2025-12-01T16:06:00Z,P,2025-12-19,6835,90.2
2025-12-01T16:07:00Z,P,2025-12-19,6835,90
2025-12-01T16:08:00Z,P,2025-12-19,6835,90.4
2025-12-01T16:09:00Z,P,2025-12-19,6835,90.7
2025-12-01T16:10:00Z,P,2025-12-19,6835,90.85
2025-12-01T16:11:00Z,P,2025-12-19,6835,90.55
2025-12-01T16:12:00Z,P,2025-12-19,6835,91.35
2025-12-01T16:13:00Z,P,2025-12-19,6835,91.05000000000001
2025-12-01T16:14:00Z,P,2025-12-19,6835,90.55000000000001
2025-12-01T16:15:00Z,P,2025-12-19,6835,91
2025-12-01T09:31:00Z,C,2025-12-19,6840,79.15
2025-12-01T09:32:00Z,C,2025-12-19,6840,77.65
2025-12-01T09:33:00Z,C,2025-12-19,6840,78.3
2025-12-01T09:34:00Z,C,2025-12-19,6840,79.5
2025-12-01T09:35:00Z,C,2025-12-19,6840,80.75
2025-12-01T09:36:00Z,C,2025-12-19,6840,80.9
2025-12-01T09:37:00Z,C,2025-12-19,6840,80.80000000000001
2025-12-01T09:38:00Z,C,2025-12-19,6840,82.69999999999999
2025-12-01T09:39:00Z,C,2025-12-19,6840,82.5
2025-12-01T09:40:00Z,C,2025-12-19,6840,79.25
2025-12-01T09:41:00Z,C,2025-12-19,6840,79.35
2025-12-01T09:42:00Z,C,2025-12-19,6840,79.9
2025-12-01T09:43:00Z,C,2025-12-19,6840,79.5
2025-12-01T09:44:00Z,C,2025-12-19,6840,77.2
2025-12-01T09:45:00Z,C,2025-12-19,6840,77.85
2025-12-01T09:46:00Z,C,2025-12-19,6840,80.75
2025-12-01T09:47:00Z,C,2025-12-19,6840,81.45
2025-12-01T09:48:00Z,C,2025-12-19,6840,83.85
2025-12-01T09:49:00Z,C,2025-12-19,6840,83.35
2025-12-01T09:50:00Z,C,2025-12-19,6840,82.6
2025-12-01T09:51:00Z,C,2025-12-19,6840,84.75
2025-12-01T09:52:00Z,C,2025-12-19,6840,85.25
2025-12-01T09:53:00Z,C,2025-12-19,6840,85.75
2025-12-01T09:54:00Z,C,2025-12-19,6840,85.75
2025-12-01T09:55:00Z,C,2025-12-19,6840,87.19999999999999
2025-12-01T09:56:00Z,C,2025-12-19,6840,88.30000000000001
2025-12-01T09:57:00Z,C,2025-12-19,6840,88.44999999999999
2025-12-01T09:58:00Z,C,2025-12-19,6840,89.19999999999999
2025-12-01T09:59:00Z,C,2025-12-19,6840,87.3
2025-12-01T10:00:00Z,C,2025-12-19,6840,90.05000000000001
2025-12-01T10:01:00Z,C,2025-12-19,6840,88.85
2025-12-01T10:02:00Z,C,2025-12-19,6840,87.94999999999999
2025-12-01T10:03:00Z,C,2025-12-19,6840,86.75
2025-12-01T10:04:00Z,C,2025-12-19,6840,84.94999999999999
2025-12-01T10:05:00Z,C,2025-12-19,6840,85.65
2025-12-01T10:06:00Z,C,2025-12-19,6840,85.35
2025-12-01T10:07:00Z,C,2025-12-19,6840,85.55000000000001
2025-12-01T10:08:00Z,C,2025-12-19,6840,85.75
2025-12-01T10:09:00Z,C,2025-12-19,6840,86.05000000000001
2025-12-01T10:10:00Z,C,2025-12-19,6840,85.1
2025-12-01T10:11:00Z,C,2025-12-19,6840,85.7
2025-12-01T10:12:00Z,C,2025-12-19,6840,84.9
